model,cell,condition,mass_kg,n_episodes,success_rate,grasp_rate,lift_rate,t_success_mean_s,drop_after_lift_rate
xr1,PickPlaceCounterToCabinet,MassLight,0.15000000000000002,35,0.8571428571428571,0.9714285714285714,0.9142857142857143,14.003333333333332,0.37142857142857144
xr1,PickPlaceCounterToCabinet,MassMedium,0.6000000000000001,35,0.8285714285714286,0.9142857142857143,0.8857142857142857,12.99137931034483,0.17142857142857143
xr1,PickPlaceCounterToCabinet,MassHeavy,1.2000000000000002,35,0.8285714285714286,0.9714285714285714,0.9142857142857143,15.860344827586209,0.3142857142857143
